Average finishing epoch per waiting person
4905.78
5246.94
5171.2
4753.42
4549.42
4778.82
6182.63
5122.72
4268.23
4845.12
4728.64
4671.35
4665.83
3830.25
4591.72
4084.49
4345.95
5170.78
4407.5
4579.62
4042
4704.65
5052.1
4240.9
4427.11
4765.76
4708.87
4728.1
5218.72
4376.57
4711.37
4235.32
5044.89
4383.77
4503.56
3660.33
4159.64
4335.28
4570.53
4017.28
4329.52
3262.21
2687.1
3064.43
3178.05
3402.56
3964.31
3782.84
3431.03
4103.36
4407.4
3184.66
4156.66
3494.72
2790.84
2929.55
2966.11
3406.4
1762.62
2395.36
2571.49
1748.99
2228.06
2868.69
2479.74
2195.39
1962.26
2939.09
2392.58
2459.38
3048.3
1787.23
1953.51
2771.79
2791.61
2508.82
2403.44
2591.55
3121.45
2614.74
2912.19
3254.22
2139.54
2255.04
2714
2088.22
2588.37
2415.28
2248.35
3003.77
3345.3
2330.63
2558.7
2815.76
2573.08
2898.01
2522.15
2764.75
2399.91
2109.58
1790.71
2518.55
2191.99
2937.1
2476.49
2727.73
3099.78
2679.23
2757.49
2424.34
2292.02
3175.2
1813.68
3363.15
3183.32
2385.61
2366.56
2391.8
2888.7
2000.89
2693.03
2470.59
2179.69
2170.94
2601.53
